country,iso2c,iso3c,year,status,lastupdated,female_unemploy,male_unemploy,region,capital,longitude,latitude,income,lending
Hungary,HU,HUN,1968,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2012,,2023-12-18,10.606,11.336,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1999,,2023-12-18,6.221,7.501,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1967,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2015,,2023-12-18,7.038,6.618,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2003,,2023-12-18,5.385,6.124,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2004,,2023-12-18,5.857,5.807,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1960,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1961,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1962,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1963,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1964,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1980,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1981,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1969,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1970,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2013,,2023-12-18,10.142,10.212,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2014,,2023-12-18,7.915,7.575,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1973,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1974,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1975,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1976,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1977,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2020,,2023-12-18,4.482,4.062,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1979,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1993,,2023-12-18,10.382,13.519,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1994,,2023-12-18,9.365,12.053,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1995,,2023-12-18,8.691,11.311,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1996,,2023-12-18,9.025,10.794,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1997,,2023-12-18,7.854,9.863,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2000,,2023-12-18,5.786,7.185,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2001,,2023-12-18,4.874,6.312,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,2002,,2023-12-18,5.076,6.045,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1987,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1988,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1989,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1990,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1978,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1992,,2023-12-18,8.712,10.96,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1965,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1966,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1982,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1983,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1971,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1972,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1986,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1991,,2023-12-18,7.624,9.229,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1984,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1985,,2023-12-18,NA,NA,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
Hungary,HU,HUN,1998,,2023-12-18,8.095,9.596,Europe & Central Asia,Budapest,19.0408,47.4984,High income,Not classified
IBRD only,XF,IBD,1981,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1985,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1982,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1983,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1980,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1989,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1960,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1961,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1988,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1994,,2023-12-18,5.11998958814803,5.50298528305716,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1995,,2023-12-18,5.52817252339514,5.84458401457587,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1996,,2023-12-18,5.71040557001889,5.96136608705258,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1993,,2023-12-18,4.64795738447487,5.16248073318957,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1984,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1998,,2023-12-18,6.17382925415281,6.29206855536068,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1972,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1997,,2023-12-18,5.92640922970268,6.01669505428449,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1974,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1975,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1976,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1973,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1978,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1979,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2019,,2023-12-18,5.91588229212103,6.01933728178473,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2020,,2023-12-18,6.81874109096883,7.74646813248831,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2021,,2023-12-18,6.35699774927199,6.64638393898676,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2022,,2023-12-18,6.0041058753252,6.34178668125787,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1970,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1971,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1986,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1987,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2000,,2023-12-18,6.37017461126133,6.50192169544605,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1962,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1963,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1990,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1991,,2023-12-18,4.38437082536689,4.859797954337,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1992,,2023-12-18,4.37170534120509,4.94775819275533,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1967,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1968,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1969,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2008,,2023-12-18,6.23293472106964,6.4160322021042004,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2009,,2023-12-18,6.53797922725022,6.74484192679864,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2012,,2023-12-18,6.0010038167673,6.32078850723494,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1999,,2023-12-18,6.44279562918348,6.58693026929571,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2014,,2023-12-18,5.91562355947137,6.32918101661022,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2015,,2023-12-18,6.09858854371199,6.41280506214457,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2016,,2023-12-18,6.22870227920744,6.50015505555243,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1964,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1965,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1966,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2005,,2023-12-18,6.89548834163856,6.89233236146762,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2006,,2023-12-18,6.58614107520141,6.66034212172323,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2007,,2023-12-18,6.34967174453776,6.46820869903739,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2017,,2023-12-18,6.18834601485913,6.39876323938792,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2018,,2023-12-18,6.03351595018452,6.26960361540292,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2010,,2023-12-18,6.3579966529912,6.50717548075509,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2013,,2023-12-18,5.98056347773289,6.31556479049424,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2011,,2023-12-18,6.15643102734278,6.39583072090148,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2003,,2023-12-18,6.98653296438929,7.05984296231857,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2001,,2023-12-18,6.57169088418289,6.69463114962313,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,1977,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2002,,2023-12-18,6.79139465849462,6.95529600535244,Aggregates,,,,Aggregates,Aggregates
IBRD only,XF,IBD,2004,,2023-12-18,6.94312188439025,6.89536901223257,Aggregates,,,,Aggregates,Aggregates
Iceland,IS,ISL,2004,,2023-12-18,2.743,5.137,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2013,,2023-12-18,5.081,5.652,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2003,,2023-12-18,3.973,4.023,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2007,,2023-12-18,2.266,2.236,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2012,,2023-12-18,5.66,6.31,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2018,,2023-12-18,2.533,2.842,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2006,,2023-12-18,3.057,2.637,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2015,,2023-12-18,4.054,3.914,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2017,,2023-12-18,2.719,2.759,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2008,,2023-12-18,2.585,3.256,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2014,,2023-12-18,4.789,4.999,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2005,,2023-12-18,2.491,2.601,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1965,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1999,,2023-12-18,2.789,1.64,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2000,,2023-12-18,2.632,1.321,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2001,,2023-12-18,2.231,1.554,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2002,,2023-12-18,2.65,3.29,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1960,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1961,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1962,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2019,,2023-12-18,3.114,3.845,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2020,,2023-12-18,5.29,5.64,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1966,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1967,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2009,,2023-12-18,5.681,8.561,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2010,,2023-12-18,6.73,8.298,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2011,,2023-12-18,6.208,7.767,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1971,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1972,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1973,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1974,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2016,,2023-12-18,3.049,2.919,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1976,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1990,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1991,,2023-12-18,2.893,2.263,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1992,,2023-12-18,4.906,3.805,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1993,,2023-12-18,5.602,4.962,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1994,,2023-12-18,5.543,5.143,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1996,,2023-12-18,3.45,3.73,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1997,,2023-12-18,3.817,3.637,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1998,,2023-12-18,3.806,2.434,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1984,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1985,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1986,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1987,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1975,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1989,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1963,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1964,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1979,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2021,,2023-12-18,6.345,5.744,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1968,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1969,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1970,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1988,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1981,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1977,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1978,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1983,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,2022,,2023-12-18,3.26,4.279,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1982,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1995,,2023-12-18,4.912,5.452,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
Iceland,IS,ISL,1980,,2023-12-18,NA,NA,Europe & Central Asia,Reykjavik,-21.8952,64.1353,High income,Not classified
IDA & IBRD total,ZT,IBT,1977,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1981,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1978,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1976,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1985,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1990,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1979,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1984,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1989,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2015,,2023-12-18,5.89022345068049,5.92260087266507,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1991,,2023-12-18,4.39970643694442,4.67348371450279,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1992,,2023-12-18,4.39142513535642,4.75612948846349,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1980,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1971,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1968,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1969,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1970,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1975,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2011,,2023-12-18,5.87409886079531,5.86575313397993,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2012,,2023-12-18,5.75708388767357,5.82228831567308,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1974,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2014,,2023-12-18,5.66554338948671,5.81042649241616,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1966,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2016,,2023-12-18,5.98374735784862,6.00079639276261,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2013,,2023-12-18,5.73637916281655,5.82511392636482,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1983,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2020,,2023-12-18,6.6943151711817,7.18537910873481,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1972,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1982,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1986,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1987,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1988,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1963,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1964,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1965,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2001,,2023-12-18,6.27204984605314,6.22751947247174,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1967,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2005,,2023-12-18,6.50619356555054,6.30719831465372,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2006,,2023-12-18,6.23069929705584,6.08391110840358,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1993,,2023-12-18,4.6337314165393,4.94243386758078,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2021,,2023-12-18,6.36265477995895,6.33018870710689,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2022,,2023-12-18,6.07232831840384,6.0545420827521,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1960,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1961,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1962,,2023-12-18,NA,NA,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1998,,2023-12-18,5.9505880270613,5.89422097872086,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,1999,,2023-12-18,6.18055108752246,6.14330432238311,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2000,,2023-12-18,6.11380712250835,6.0736692334024,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2007,,2023-12-18,6.03139203116651,5.92522711319245,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2002,,2023-12-18,6.44902349883151,6.43023899028708,Aggregates,,,,Aggregates,Aggregates
IDA & IBRD total,ZT,IBT,2003,,2023-12-18,6.60362472479611,6.50806445622176,Aggregates,,,,Aggregates,Aggregates
