"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2019",93335,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2020",46365,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2021",83100,
"CAN","IMMIGINFLOW","FAMWORKR","NBR","A","2022",119820,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","1995",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","1996",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","1997",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","1998",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","1999",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2000",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2001",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2002",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2003",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2004",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2005",0,
"CAN","IMMIGINFLOW","FREEMOVS","NBR","A","2006",0,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","1995",28087,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","1996",28478,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","1997",24308,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","1998",22843,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","1999",24398,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2000",30095,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2001",27919,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2002",25118,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2003",25993,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2004",32695,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2005",35776,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2006",32501,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2007",27955,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2008",21860,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2009",22855,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2010",24699,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2011",27873,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2012",23092,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2013",24129,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2014",24068,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2015",32111,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2016",58914,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2017",41477,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2018",45493,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2019",48533,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2020",25485,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2021",60235,
"CAN","IMMIGINFLOW","HUMNTRN","NBR","A","2022",74340,
"CAN","IMMIGINFLOW","OTH","NBR","A","1995",0,
"CAN","IMMIGINFLOW","OTH","NBR","A","1996",0,
"CAN","IMMIGINFLOW","OTH","NBR","A","1997",0,
"CAN","IMMIGINFLOW","OTH","NBR","A","1998",0,
"CAN","IMMIGINFLOW","OTH","NBR","A","1999",0,
"CAN","IMMIGINFLOW","OTH","NBR","A","2000",0,
"CAN","IMMIGINFLOW","OTH","NBR","A","2001",1,
"CAN","IMMIGINFLOW","OTH","NBR","A","2002",3645,
"CAN","IMMIGINFLOW","OTH","NBR","A","2003",9122,
"CAN","IMMIGINFLOW","OTH","NBR","A","2004",7071,
"CAN","IMMIGINFLOW","OTH","NBR","A","2005",6769,
"CAN","IMMIGINFLOW","OTH","NBR","A","2006",10354,
"CAN","IMMIGINFLOW","OTH","NBR","A","2007",11298,
"CAN","IMMIGINFLOW","OTH","NBR","A","2008",10737,
"CAN","IMMIGINFLOW","OTH","NBR","A","2009",10629,
"CAN","IMMIGINFLOW","OTH","NBR","A","2010",8852,
"CAN","IMMIGINFLOW","OTH","NBR","A","2011",8303,
"CAN","IMMIGINFLOW","OTH","NBR","A","2012",8962,
"CAN","IMMIGINFLOW","OTH","NBR","A","2013",7018,
"CAN","IMMIGINFLOW","OTH","NBR","A","2014",4555,
"CAN","IMMIGINFLOW","OTH","NBR","A","2015",3844,
"CAN","IMMIGINFLOW","OTH","NBR","A","2016",3792,
"CAN","IMMIGINFLOW","OTH","NBR","A","2017",3260,
"CAN","IMMIGINFLOW","OTH","NBR","A","2018",4025,
"CAN","IMMIGINFLOW","OTH","NBR","A","2019",4680,
"CAN","IMMIGINFLOW","OTH","NBR","A","2020",3405,
"CAN","IMMIGINFLOW","OTH","NBR","A","2021",11375,
"CAN","IMMIGINFLOW","OTH","NBR","A","2022",10200,
"CAN","IMMIGINFLOW","WORK","NBR","A","1995",43739,
"CAN","IMMIGINFLOW","WORK","NBR","A","1996",51398,
"CAN","IMMIGINFLOW","WORK","NBR","A","1997",52408,
"CAN","IMMIGINFLOW","WORK","NBR","A","1998",41751,
"CAN","IMMIGINFLOW","WORK","NBR","A","1999",47292,
"CAN","IMMIGINFLOW","WORK","NBR","A","2000",58078,
"CAN","IMMIGINFLOW","WORK","NBR","A","2001",65264,
"CAN","IMMIGINFLOW","WORK","NBR","A","2002",58685,
"CAN","IMMIGINFLOW","WORK","NBR","A","2003",52370,
"CAN","IMMIGINFLOW","WORK","NBR","A","2004",55510,
"CAN","IMMIGINFLOW","WORK","NBR","A","2005",61602,
"CAN","IMMIGINFLOW","WORK","NBR","A","2006",55708,
"CAN","IMMIGINFLOW","WORK","NBR","A","2007",53786,
"CAN","IMMIGINFLOW","WORK","NBR","A","2008",61269,
"CAN","IMMIGINFLOW","WORK","NBR","A","2009",63981,
"CAN","IMMIGINFLOW","WORK","NBR","A","2010",76522,
"CAN","IMMIGINFLOW","WORK","NBR","A","2011",64318,
"CAN","IMMIGINFLOW","WORK","NBR","A","2012",68207,
"CAN","IMMIGINFLOW","WORK","NBR","A","2013",64765,
"CAN","IMMIGINFLOW","WORK","NBR","A","2014",78133,
"CAN","IMMIGINFLOW","WORK","NBR","A","2015",76688,
"CAN","IMMIGINFLOW","WORK","NBR","A","2016",69729,
"CAN","IMMIGINFLOW","WORK","NBR","A","2017",80930,
"CAN","IMMIGINFLOW","WORK","NBR","A","2018",95855,
"CAN","IMMIGINFLOW","WORK","NBR","A","2019",103325,
"CAN","IMMIGINFLOW","WORK","NBR","A","2020",59990,
"CAN","IMMIGINFLOW","WORK","NBR","A","2021",169890,
"CAN","IMMIGINFLOW","WORK","NBR","A","2022",135840,
"DNK","IMMIGINFLOW","FAM","NBR","A","2004",4347,
"DNK","IMMIGINFLOW","FAM","NBR","A","2005",4012,
"DNK","IMMIGINFLOW","FAM","NBR","A","2006",3929,
"DNK","IMMIGINFLOW","FAM","NBR","A","2007",4777,
"DNK","IMMIGINFLOW","FAM","NBR","A","2008",4057,
"DNK","IMMIGINFLOW","FAM","NBR","A","2009",4844,
"DNK","IMMIGINFLOW","FAM","NBR","A","2010",5081,
"DNK","IMMIGINFLOW","FAM","NBR","A","2011",3072,
"DNK","IMMIGINFLOW","FAM","NBR","A","2012",3302,
"DNK","IMMIGINFLOW","FAM","NBR","A","2013",5176,
"DNK","IMMIGINFLOW","FAM","NBR","A","2014",5800,
"DNK","IMMIGINFLOW","FAM","NBR","A","2015",12600,
"DNK","IMMIGINFLOW","FAM","NBR","A","2016",8733,
"DNK","IMMIGINFLOW","FAM","NBR","A","2017",7991,
"DNK","IMMIGINFLOW","FAM","NBR","A","2018",5679,
"DNK","IMMIGINFLOW","FAM","NBR","A","2019",4566,
"DNK","IMMIGINFLOW","FAM","NBR","A","2020",4928,
"DNK","IMMIGINFLOW","FAM","NBR","A","2021",4759,
"DNK","IMMIGINFLOW","FAM","NBR","A","2022",5507,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2004",831,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2005",1141,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2006",1231,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2007",1882,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2008",1990,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2009",1979,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2010",2428,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2011",2683,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2012",2807,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2013",3515,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2014",4190,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2015",3821,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2016",4345,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2017",4640,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2018",5191,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2019",4919,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2020",3342,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2021",4464,
"DNK","IMMIGINFLOW","FAMWORKR","NBR","A","2022",6779,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2004",7292,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2005",8124,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2006",9777,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2007",11493,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2008",26415,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2009",16907,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2010",17206,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2011",18895,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2012",21116,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2013",22938,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2014",26212,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2015",26917,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2016",26909,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2017",28390,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2018",29679,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2019",27909,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2020",24233,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2021",31992,
"DNK","IMMIGINFLOW","FREEMOVS","NBR","A","2022",38145,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2004",1592,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2005",1147,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2006",1095,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2007",1278,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2008",1453,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2009",1376,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2010",2124,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2011",2249,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2012",2583,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2013",3889,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2014",6104,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2015",10849,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2016",7493,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2017",2750,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2018",1652,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2019",1783,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2020",601,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2021",1362,
"DNK","IMMIGINFLOW","HUMNTRN","NBR","A","2022",1403,
"DNK","IMMIGINFLOW","OTH","NBR","A","2004",485,
"DNK","IMMIGINFLOW","OTH","NBR","A","2005",349,
"DNK","IMMIGINFLOW","OTH","NBR","A","2006",282,
"DNK","IMMIGINFLOW","OTH","NBR","A","2007",343,
"DNK","IMMIGINFLOW","OTH","NBR","A","2008",329,
"DNK","IMMIGINFLOW","OTH","NBR","A","2009",337,
"DNK","IMMIGINFLOW","OTH","NBR","A","2010",288,
"DNK","IMMIGINFLOW","OTH","NBR","A","2011",318,
"DNK","IMMIGINFLOW","OTH","NBR","A","2012",328,
"DNK","IMMIGINFLOW","OTH","NBR","A","2013",340,
"DNK","IMMIGINFLOW","OTH","NBR","A","2014",443,
"DNK","IMMIGINFLOW","OTH","NBR","A","2015",445,
"DNK","IMMIGINFLOW","OTH","NBR","A","2016",418,
"DNK","IMMIGINFLOW","OTH","NBR","A","2017",735,
"DNK","IMMIGINFLOW","OTH","NBR","A","2018",588,
"DNK","IMMIGINFLOW","OTH","NBR","A","2019",395,
"DNK","IMMIGINFLOW","OTH","NBR","A","2020",507,
"DNK","IMMIGINFLOW","OTH","NBR","A","2021",482,
"DNK","IMMIGINFLOW","OTH","NBR","A","2022",628,
"DNK","IMMIGINFLOW","WORK","NBR","A","2004",2293,
"DNK","IMMIGINFLOW","WORK","NBR","A","2005",2529,
"DNK","IMMIGINFLOW","WORK","NBR","A","2006",3312,
"DNK","IMMIGINFLOW","WORK","NBR","A","2007",5612,
"DNK","IMMIGINFLOW","WORK","NBR","A","2008",5953,
"DNK","IMMIGINFLOW","WORK","NBR","A","2009",6601,
"DNK","IMMIGINFLOW","WORK","NBR","A","2010",8053,
"DNK","IMMIGINFLOW","WORK","NBR","A","2011",6420,
"DNK","IMMIGINFLOW","WORK","NBR","A","2012",5893,
"DNK","IMMIGINFLOW","WORK","NBR","A","2013",7968,
"DNK","IMMIGINFLOW","WORK","NBR","A","2014",7982,
"DNK","IMMIGINFLOW","WORK","NBR","A","2015",7665,
"DNK","IMMIGINFLOW","WORK","NBR","A","2016",8201,
"DNK","IMMIGINFLOW","WORK","NBR","A","2017",8109,
"DNK","IMMIGINFLOW","WORK","NBR","A","2018",9164,
"DNK","IMMIGINFLOW","WORK","NBR","A","2019",10055,
"DNK","IMMIGINFLOW","WORK","NBR","A","2020",8234,
"DNK","IMMIGINFLOW","WORK","NBR","A","2021",12386,
"DNK","IMMIGINFLOW","WORK","NBR","A","2022",17801,
"FIN","IMMIGINFLOW","FAM","NBR","A","2006",3305,
"FIN","IMMIGINFLOW","FAM","NBR","A","2007",4202,
"FIN","IMMIGINFLOW","FAM","NBR","A","2008",4750,
"FIN","IMMIGINFLOW","FAM","NBR","A","2009",4416,
"FIN","IMMIGINFLOW","FAM","NBR","A","2010",4761,
"FIN","IMMIGINFLOW","FAM","NBR","A","2011",6641,
"FIN","IMMIGINFLOW","FAM","NBR","A","2012",6692,
"FIN","IMMIGINFLOW","FAM","NBR","A","2013",7521,
"FIN","IMMIGINFLOW","FAM","NBR","A","2014",7887,
"FIN","IMMIGINFLOW","FAM","NBR","A","2015",8059,
"FIN","IMMIGINFLOW","FAM","NBR","A","2016",8193,
"FIN","IMMIGINFLOW","FAM","NBR","A","2017",9113,
"FIN","IMMIGINFLOW","FAM","NBR","A","2018",9024,
"FIN","IMMIGINFLOW","FAM","NBR","A","2019",10281,
"FIN","IMMIGINFLOW","FAM","NBR","A","2020",8603,
"FIN","IMMIGINFLOW","FAM","NBR","A","2021",9848,
"FIN","IMMIGINFLOW","FAM","NBR","A","2022",15490,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"FIN","IMMIGINFLOW","FAMWORKR","NBR","A","2020",0,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2005",4722,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2006",5529,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2007",6953,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2008",7468,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2009",6604,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2010",7219,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2011",8542,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2012",10400,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2013",10267,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2014",9603,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2015",7761,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2016",7218,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2017",6616,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2018",7180,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2019",6745,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2020",6531,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2021",8250,
"FIN","IMMIGINFLOW","FREEMOVS","NBR","A","2022",8071,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2005",597,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2006",618,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2007",860,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2008",785,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2009",1373,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2010",1784,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2011",1271,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2012",1601,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2013",1827,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2014",1346,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2015",1874,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2016",7745,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2017",4872,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2018",3346,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2019",3850,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2020",2727,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2021",3023,
"FIN","IMMIGINFLOW","HUMNTRN","NBR","A","2022",3226,
"FIN","IMMIGINFLOW","OTH","NBR","A","2006",542,
"FIN","IMMIGINFLOW","OTH","NBR","A","2007",511,
"FIN","IMMIGINFLOW","OTH","NBR","A","2008",556,
"FIN","IMMIGINFLOW","OTH","NBR","A","2009",677,
"FIN","IMMIGINFLOW","OTH","NBR","A","2010",653,
"FIN","IMMIGINFLOW","OTH","NBR","A","2011",746,
"FIN","IMMIGINFLOW","OTH","NBR","A","2012",704,
"FIN","IMMIGINFLOW","OTH","NBR","A","2013",492,
"FIN","IMMIGINFLOW","OTH","NBR","A","2014",334,
"FIN","IMMIGINFLOW","OTH","NBR","A","2015",128,
"FIN","IMMIGINFLOW","OTH","NBR","A","2016",92,
"FIN","IMMIGINFLOW","OTH","NBR","A","2017",139,
"FIN","IMMIGINFLOW","OTH","NBR","A","2018",136,
"FIN","IMMIGINFLOW","OTH","NBR","A","2019",344,
"FIN","IMMIGINFLOW","OTH","NBR","A","2020",313,
"FIN","IMMIGINFLOW","OTH","NBR","A","2021",351,
"FIN","IMMIGINFLOW","OTH","NBR","A","2022",348,
"FIN","IMMIGINFLOW","WORK","NBR","A","2006",841,
"FIN","IMMIGINFLOW","WORK","NBR","A","2007",1703,
"FIN","IMMIGINFLOW","WORK","NBR","A","2008",2129,
"FIN","IMMIGINFLOW","WORK","NBR","A","2009",1113,
"FIN","IMMIGINFLOW","WORK","NBR","A","2010",853,
"FIN","IMMIGINFLOW","WORK","NBR","A","2011",1043,
"FIN","IMMIGINFLOW","WORK","NBR","A","2012",1126,
"FIN","IMMIGINFLOW","WORK","NBR","A","2013",1103,
"FIN","IMMIGINFLOW","WORK","NBR","A","2014",1110,
"FIN","IMMIGINFLOW","WORK","NBR","A","2015",4246,
"FIN","IMMIGINFLOW","WORK","NBR","A","2016",4598,
"FIN","IMMIGINFLOW","WORK","NBR","A","2017",5383,
"FIN","IMMIGINFLOW","WORK","NBR","A","2018",5242,
"FIN","IMMIGINFLOW","WORK","NBR","A","2019",6352,
"FIN","IMMIGINFLOW","WORK","NBR","A","2020",5809,
"FIN","IMMIGINFLOW","WORK","NBR","A","2021",8012,
"FIN","IMMIGINFLOW","WORK","NBR","A","2022",13087,
"FRA","IMMIGINFLOW","FAM","NBR","A","2001",72634,
"FRA","IMMIGINFLOW","FAM","NBR","A","2002",88860,
"FRA","IMMIGINFLOW","FAM","NBR","A","2003",100149,
"FRA","IMMIGINFLOW","FAM","NBR","A","2004",100727,
"FRA","IMMIGINFLOW","FAM","NBR","A","2005",99854,
"FRA","IMMIGINFLOW","FAM","NBR","A","2006",108454,
"FRA","IMMIGINFLOW","FAM","NBR","A","2007",96834,
"FRA","IMMIGINFLOW","FAM","NBR","A","2008",92925,
"FRA","IMMIGINFLOW","FAM","NBR","A","2009",95177,
"FRA","IMMIGINFLOW","FAM","NBR","A","2010",93539,
"FRA","IMMIGINFLOW","FAM","NBR","A","2011",90213,
"FRA","IMMIGINFLOW","FAM","NBR","A","2012",97071,
"FRA","IMMIGINFLOW","FAM","NBR","A","2013",104749,
"FRA","IMMIGINFLOW","FAM","NBR","A","2014",103767,
"FRA","IMMIGINFLOW","FAM","NBR","A","2015",103047,
"FRA","IMMIGINFLOW","FAM","NBR","A","2016",98456,
"FRA","IMMIGINFLOW","FAM","NBR","A","2017",98499,
"FRA","IMMIGINFLOW","FAM","NBR","A","2018",101846,
"FRA","IMMIGINFLOW","FAM","NBR","A","2019",102392,
"FRA","IMMIGINFLOW","FAM","NBR","A","2020",84759,
"FRA","IMMIGINFLOW","FAM","NBR","A","2021",97118,
"FRA","IMMIGINFLOW","FAM","NBR","A","2022",94903,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"FRA","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2001",31021,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2002",29592,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2003",33830,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2004",59068,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2005",56057,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2006",60990,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2007",67776,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2008",69069,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2009",61784,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2010",75953,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2011",85930,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2012",95437,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2013",95863,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2014",87607,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2015",88328,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2016",86887,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2017",78756,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2018",83242,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2019",78422,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2020",54864,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2021",62582,
"FRA","IMMIGINFLOW","FREEMOVS","NBR","A","2022",72844,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2001",7645,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2002",8690,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2003",9879,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2004",11292,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2005",15281,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2006",10380,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2007",9901,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2008",11655,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2009",12732,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2010",12032,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2011",11491,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2012",12135,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2013",12009,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2014",14030,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2015",16459,
"FRA","IMMIGINFLOW","HUMNTRN","NBR","A","2016",23092,
