"Reference Area Code","Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"JOR","Jordan","1986","Not applicable","Not applicable","Percent","3.28438"
"JOR","Jordan","1984","Not applicable","Not applicable","Percent","5.93695"
"JOR","Jordan","1983","Not applicable","Not applicable","Percent","4.92796"
"JOR","Jordan","1982","Not applicable","Not applicable","Percent","5.08916"
"JOR","Jordan","1981","Not applicable","Not applicable","Percent","5.16732"
"JOR","Jordan","1979","Not applicable","Not applicable","Percent","5.08173"
"JOR","Jordan","1978","Not applicable","Not applicable","Percent","3.68117"
"JOR","Jordan","1977","Not applicable","Not applicable","Percent","3.6799"
"JOR","Jordan","1976","Not applicable","Not applicable","Percent","3.53393"
"JOR","Jordan","1975","Not applicable","Not applicable","Percent","3.76348"
"KAZ","Kazakhstan","2009","Not applicable","Not applicable","Percent","3.06073"
"KAZ","Kazakhstan","2008","Not applicable","Not applicable","Percent","2.58947"
"KAZ","Kazakhstan","2007","Not applicable","Not applicable","Percent","2.83139"
"KAZ","Kazakhstan","2006","Not applicable","Not applicable","Percent","2.62679"
"KAZ","Kazakhstan","2005","Not applicable","Not applicable","Percent","2.26353"
"KAZ","Kazakhstan","2004","Not applicable","Not applicable","Percent","2.25591"
"KAZ","Kazakhstan","2002","Not applicable","Not applicable","Percent","3.0297"
"KAZ","Kazakhstan","2000","Not applicable","Not applicable","Percent","3.25663"
"KAZ","Kazakhstan","1999","Not applicable","Not applicable","Percent","3.89256"
"KAZ","Kazakhstan","1997","Not applicable","Not applicable","Percent","4.37343"
"KAZ","Kazakhstan","1996","Not applicable","Not applicable","Percent","3.92371"
"KAZ","Kazakhstan","1995","Not applicable","Not applicable","Percent","4.03445"
"KEN","Kenya","2010","Not applicable","Not applicable","Percent","5.50822"
"KEN","Kenya","2006","Not applicable","Not applicable","Percent","7.04982"
"KEN","Kenya","2005","Not applicable","Not applicable","Percent","7.33565"
"KEN","Kenya","2004","Not applicable","Not applicable","Percent","6.79694"
"KEN","Kenya","2003","Not applicable","Not applicable","Percent","6.49429"
"KEN","Kenya","2002","Not applicable","Not applicable","Percent","6.172"
"KEN","Kenya","2001","Not applicable","Not applicable","Percent","5.20621"
"KEN","Kenya","2000","Not applicable","Not applicable","Percent","5.18673"
"KEN","Kenya","1999","Not applicable","Not applicable","Percent","5.32325"
"KEN","Kenya","1994","Not applicable","Not applicable","Percent","5.92402"
"KEN","Kenya","1993","Not applicable","Not applicable","Percent","6.02915"
"KEN","Kenya","1992","Not applicable","Not applicable","Percent","6.0759"
"KEN","Kenya","1991","Not applicable","Not applicable","Percent","6.57067"
"KEN","Kenya","1989","Not applicable","Not applicable","Percent","6.03572"
"KEN","Kenya","1988","Not applicable","Not applicable","Percent","6.60055"
"KEN","Kenya","1986","Not applicable","Not applicable","Percent","6.01379"
"KEN","Kenya","1985","Not applicable","Not applicable","Percent","5.19977"
"KEN","Kenya","1984","Not applicable","Not applicable","Percent","4.58096"
"KEN","Kenya","1983","Not applicable","Not applicable","Percent","5.4383"
"KEN","Kenya","1982","Not applicable","Not applicable","Percent","5.67812"
"KEN","Kenya","1981","Not applicable","Not applicable","Percent","5.92373"
"KEN","Kenya","1980","Not applicable","Not applicable","Percent","5.38788"
"KEN","Kenya","1977","Not applicable","Not applicable","Percent","5.13632"
"KEN","Kenya","1976","Not applicable","Not applicable","Percent","5.7441"
"KEN","Kenya","1975","Not applicable","Not applicable","Percent","5.60612"
"KIR","Kiribati","2001","Not applicable","Not applicable","Percent","11.98812"
"KIR","Kiribati","2000","Not applicable","Not applicable","Percent","11.14303"
"KIR","Kiribati","1999","Not applicable","Not applicable","Percent","10.6302"
"KWT","Kuwait","2006","Not applicable","Not applicable","Percent","3.76001"
"KWT","Kuwait","2005","Not applicable","Not applicable","Percent","4.73825"
"KWT","Kuwait","2004","Not applicable","Not applicable","Percent","5.53515"
"KWT","Kuwait","2002","Not applicable","Not applicable","Percent","6.5505"
"KWT","Kuwait","2001","Not applicable","Not applicable","Percent","6.586"
"KWT","Kuwait","1997","Not applicable","Not applicable","Percent","5.58251"
"KWT","Kuwait","1996","Not applicable","Not applicable","Percent","5.85954"
"KWT","Kuwait","1992","Not applicable","Not applicable","Percent","14.19883"
"KWT","Kuwait","1986","Not applicable","Not applicable","Percent","5.40084"
"KWT","Kuwait","1985","Not applicable","Not applicable","Percent","5.00762"
"KWT","Kuwait","1984","Not applicable","Not applicable","Percent","5.14888"
"KWT","Kuwait","1983","Not applicable","Not applicable","Percent","5.09027"
"KWT","Kuwait","1982","Not applicable","Not applicable","Percent","3.03351"
"KWT","Kuwait","1981","Not applicable","Not applicable","Percent","2.71914"
"KWT","Kuwait","1980","Not applicable","Not applicable","Percent","2.79102"
"KWT","Kuwait","1979","Not applicable","Not applicable","Percent","3.42856"
"KWT","Kuwait","1978","Not applicable","Not applicable","Percent","4.08185"
"KWT","Kuwait","1977","Not applicable","Not applicable","Percent","3.36867"
"KWT","Kuwait","1976","Not applicable","Not applicable","Percent","3.11508"
"KWT","Kuwait","1975","Not applicable","Not applicable","Percent","2.13554"
"KGZ","Kyrgyzstan","2013","Not applicable","Not applicable","Percent","6.7802"
"KGZ","Kyrgyzstan","2012","Not applicable","Not applicable","Percent","7.38423"
"KGZ","Kyrgyzstan","2011","Not applicable","Not applicable","Percent","6.79062"
"KGZ","Kyrgyzstan","2010","Not applicable","Not applicable","Percent","5.81884"
"KGZ","Kyrgyzstan","2009","Not applicable","Not applicable","Percent","6.23268"
"KGZ","Kyrgyzstan","2008","Not applicable","Not applicable","Percent","5.91318"
"KGZ","Kyrgyzstan","2007","Not applicable","Not applicable","Percent","6.46698"
"KGZ","Kyrgyzstan","2006","Not applicable","Not applicable","Percent","5.54987"
"KGZ","Kyrgyzstan","2005","Not applicable","Not applicable","Percent","4.87385"
"KGZ","Kyrgyzstan","2004","Not applicable","Not applicable","Percent","4.62243"
"KGZ","Kyrgyzstan","2003","Not applicable","Not applicable","Percent","4.47541"
"KGZ","Kyrgyzstan","2002","Not applicable","Not applicable","Percent","4.44547"
"KGZ","Kyrgyzstan","2001","Not applicable","Not applicable","Percent","3.85419"
"KGZ","Kyrgyzstan","2000","Not applicable","Not applicable","Percent","3.50837"
"KGZ","Kyrgyzstan","1999","Not applicable","Not applicable","Percent","4.08522"
"KGZ","Kyrgyzstan","1998","Not applicable","Not applicable","Percent","4.91963"
"KGZ","Kyrgyzstan","1996","Not applicable","Not applicable","Percent","4.90261"
"KGZ","Kyrgyzstan","1995","Not applicable","Not applicable","Percent","6.15643"
"KGZ","Kyrgyzstan","1994","Not applicable","Not applicable","Percent","5.58819"
"LAO","Lao People's Democratic Republic","2014","Not applicable","Not applicable","Percent","4.19044"
"LAO","Lao People's Democratic Republic","2010","Not applicable","Not applicable","Percent","2.77387"
"LAO","Lao People's Democratic Republic","2008","Not applicable","Not applicable","Percent","2.27855"
"LAO","Lao People's Democratic Republic","2007","Not applicable","Not applicable","Percent","3.07842"
"LAO","Lao People's Democratic Republic","2006","Not applicable","Not applicable","Percent","2.95879"
"LAO","Lao People's Democratic Republic","2005","Not applicable","Not applicable","Percent","2.41409"
"LAO","Lao People's Democratic Republic","2004","Not applicable","Not applicable","Percent","2.413"
"LAO","Lao People's Democratic Republic","2002","Not applicable","Not applicable","Percent","2.82522"
"LAO","Lao People's Democratic Republic","2001","Not applicable","Not applicable","Percent","1.99028"
"LAO","Lao People's Democratic Republic","2000","Not applicable","Not applicable","Percent","1.50369"
"LAO","Lao People's Democratic Republic","1997","Not applicable","Not applicable","Percent","2.1302"
"LAO","Lao People's Democratic Republic","1996","Not applicable","Not applicable","Percent","2.42975"
"LAO","Lao People's Democratic Republic","1992","Not applicable","Not applicable","Percent","2.33457"
"LVA","Latvia","2013","Not applicable","Not applicable","Percent","4.9145"
"LVA","Latvia","2012","Not applicable","Not applicable","Percent","4.64375"
"LVA","Latvia","2011","Not applicable","Not applicable","Percent","4.95124"
"LVA","Latvia","2010","Not applicable","Not applicable","Percent","5.08564"
"LVA","Latvia","2009","Not applicable","Not applicable","Percent","5.57891"
"LVA","Latvia","2008","Not applicable","Not applicable","Percent","5.41359"
"LVA","Latvia","2007","Not applicable","Not applicable","Percent","4.6644"
"LVA","Latvia","2006","Not applicable","Not applicable","Percent","4.71949"
"LVA","Latvia","2004","Not applicable","Not applicable","Percent","4.85972"
"LVA","Latvia","2003","Not applicable","Not applicable","Percent","5.07315"
"LVA","Latvia","2002","Not applicable","Not applicable","Percent","5.6138"
"LVA","Latvia","2001","Not applicable","Not applicable","Percent","5.45681"
"LVA","Latvia","2000","Not applicable","Not applicable","Percent","5.29028"
"LVA","Latvia","1999","Not applicable","Not applicable","Percent","5.54206"
"LVA","Latvia","1998","Not applicable","Not applicable","Percent","5.80282"
"LVA","Latvia","1997","Not applicable","Not applicable","Percent","5.51716"
"LVA","Latvia","1996","Not applicable","Not applicable","Percent","5.26512"
"LBN","Lebanon","2013","Not applicable","Not applicable","Percent","2.57268"
"LBN","Lebanon","2012","Not applicable","Not applicable","Percent","2.1894"
"LBN","Lebanon","2011","Not applicable","Not applicable","Percent","1.64626"
"LBN","Lebanon","2010","Not applicable","Not applicable","Percent","1.63173"
"LBN","Lebanon","2009","Not applicable","Not applicable","Percent","1.77877"
"LBN","Lebanon","2008","Not applicable","Not applicable","Percent","2.035"
"LBN","Lebanon","2007","Not applicable","Not applicable","Percent","2.60987"
"LBN","Lebanon","2006","Not applicable","Not applicable","Percent","2.80863"
"LBN","Lebanon","2005","Not applicable","Not applicable","Percent","2.67227"
"LBN","Lebanon","2004","Not applicable","Not applicable","Percent","2.66674"
"LBN","Lebanon","2002","Not applicable","Not applicable","Percent","2.55271"
"LBN","Lebanon","2001","Not applicable","Not applicable","Percent","2.84148"
"LBN","Lebanon","1996","Not applicable","Not applicable","Percent","2.08467"
"LBN","Lebanon","1995","Not applicable","Not applicable","Percent","2.22463"
"LBN","Lebanon","1994","Not applicable","Not applicable","Percent","1.93126"
"LBN","Lebanon","1993","Not applicable","Not applicable","Percent","1.75642"
"LSO","Lesotho","2008","Not applicable","Not applicable","Percent","12.98201"
"LSO","Lesotho","2006","Not applicable","Not applicable","Percent","13.85772"
"LSO","Lesotho","2005","Not applicable","Not applicable","Percent","14.79096"
"LSO","Lesotho","2004","Not applicable","Not applicable","Percent","13.27157"
"LSO","Lesotho","2003","Not applicable","Not applicable","Percent","15.61544"
"LSO","Lesotho","2002","Not applicable","Not applicable","Percent","11.80636"
"LSO","Lesotho","2001","Not applicable","Not applicable","Percent","10.77399"
"LSO","Lesotho","2000","Not applicable","Not applicable","Percent","11.492"
"LSO","Lesotho","1999","Not applicable","Not applicable","Percent","14.1626"
"LSO","Lesotho","1997","Not applicable","Not applicable","Percent","13.17703"
"LSO","Lesotho","1995","Not applicable","Not applicable","Percent","10.05103"
"LSO","Lesotho","1994","Not applicable","Not applicable","Percent","8.13516"
"LSO","Lesotho","1993","Not applicable","Not applicable","Percent","9.89221"
"LSO","Lesotho","1989","Not applicable","Not applicable","Percent","6.78905"
"LSO","Lesotho","1988","Not applicable","Not applicable","Percent","7.86968"
"LSO","Lesotho","1985","Not applicable","Not applicable","Percent","7.79441"
"LSO","Lesotho","1984","Not applicable","Not applicable","Percent","6.99369"
"LSO","Lesotho","1983","Not applicable","Not applicable","Percent","10.77014"
"LBR","Liberia","2012","Not applicable","Not applicable","Percent","2.75756"
"LBR","Liberia","2008","Not applicable","Not applicable","Percent","3.16142"
"LBR","Liberia","1980","Not applicable","Not applicable","Percent","6.25906"
"LBR","Liberia","1978","Not applicable","Not applicable","Percent","6.99484"
"LBY","Libyan Arab Jamahiriya","1999","Not applicable","Not applicable","Percent","2.26417"
"LIE","Liechtenstein","2011","Not applicable","Not applicable","Percent","2.55604"
"LIE","Liechtenstein","2008","Not applicable","Not applicable","Percent","2.04837"
"LIE","Liechtenstein","2007","Not applicable","Not applicable","Percent","1.92119"
"LIE","Liechtenstein","2006","Not applicable","Not applicable","Percent","2.05381"
"LIE","Liechtenstein","2004","Not applicable","Not applicable","Percent","2.43333"
"LIE","Liechtenstein","2003","Not applicable","Not applicable","Percent","2.46014"
"LTU","Lithuania","2012","Not applicable","Not applicable","Percent","4.76879"
"LTU","Lithuania","2011","Not applicable","Not applicable","Percent","5.12227"
"LTU","Lithuania","2010","Not applicable","Not applicable","Percent","5.29903"
"LTU","Lithuania","2009","Not applicable","Not applicable","Percent","5.57741"
"LTU","Lithuania","2008","Not applicable","Not applicable","Percent","4.83454"
"LTU","Lithuania","2007","Not applicable","Not applicable","Percent","4.59055"
"LTU","Lithuania","2006","Not applicable","Not applicable","Percent","4.82055"
"LTU","Lithuania","2005","Not applicable","Not applicable","Percent","4.87319"
"LTU","Lithuania","2004","Not applicable","Not applicable","Percent","5.16916"
"LTU","Lithuania","2003","Not applicable","Not applicable","Percent","5.10851"
"LTU","Lithuania","2002","Not applicable","Not applicable","Percent","5.79253"
"LTU","Lithuania","2001","Not applicable","Not applicable","Percent","5.84038"
"LTU","Lithuania","1998","Not applicable","Not applicable","Percent","6.11601"
"LTU","Lithuania","1997","Not applicable","Not applicable","Percent","5.44955"
"LTU","Lithuania","1996","Not applicable","Not applicable","Percent","4.84372"
"LTU","Lithuania","1995","Not applicable","Not applicable","Percent","4.76492"
"LUX","Luxembourg","2001","Not applicable","Not applicable","Percent","3.59302"
"LUX","Luxembourg","1996","Not applicable","Not applicable","Percent","3.35865"
"LUX","Luxembourg","1995","Not applicable","Not applicable","Percent","3.51149"
"LUX","Luxembourg","1989","Not applicable","Not applicable","Percent","3.71619"
"LUX","Luxembourg","1988","Not applicable","Not applicable","Percent","3.85239"
"LUX","Luxembourg","1987","Not applicable","Not applicable","Percent","3.91832"
"LUX","Luxembourg","1986","Not applicable","Not applicable","Percent","3.63696"
"LUX","Luxembourg","1983","Not applicable","Not applicable","Percent","3.18576"
"LUX","Luxembourg","1982","Not applicable","Not applicable","Percent","5.0628"
"LUX","Luxembourg","1981","Not applicable","Not applicable","Percent","4.49889"
"LUX","Luxembourg","1980","Not applicable","Not applicable","Percent","4.36838"
"LUX","Luxembourg","1979","Not applicable","Not applicable","Percent","4.22517"
"LUX","Luxembourg","1978","Not applicable","Not applicable","Percent","4.1643"
"LUX","Luxembourg","1977","Not applicable","Not applicable","Percent","3.54483"
"LUX","Luxembourg","1976","Not applicable","Not applicable","Percent","3.46881"
"LUX","Luxembourg","1975","Not applicable","Not applicable","Percent","3.28499"
"MAC","Macao Special Administrative Region of China","2013","Not applicable","Not applicable","Percent","2.05939"
"MAC","Macao Special Administrative Region of China","2012","Not applicable","Not applicable","Percent","3.34045"
"MAC","Macao Special Administrative Region of China","2011","Not applicable","Not applicable","Percent","2.69069"
"MAC","Macao Special Administrative Region of China","2010","Not applicable","Not applicable","Percent","2.6076"
"MAC","Macao Special Administrative Region of China","2009","Not applicable","Not applicable","Percent","2.56586"
"MAC","Macao Special Administrative Region of China","2008","Not applicable","Not applicable","Percent","2.22777"
"MAC","Macao Special Administrative Region of China","2007","Not applicable","Not applicable","Percent","2.08705"
"MAC","Macao Special Administrative Region of China","2006","Not applicable","Not applicable","Percent","2.23986"
"MAC","Macao Special Administrative Region of China","2005","Not applicable","Not applicable","Percent","2.34887"
"MAC","Macao Special Administrative Region of China","2004","Not applicable","Not applicable","Percent","2.3173"
"MAC","Macao Special Administrative Region of China","2003","Not applicable","Not applicable","Percent","2.89245"
"MAC","Macao Special Administrative Region of China","2002","Not applicable","Not applicable","Percent","2.99049"
"MAC","Macao Special Administrative Region of China","2001","Not applicable","Not applicable","Percent","2.85865"
"MAC","Macao Special Administrative Region of China","2000","Not applicable","Not applicable","Percent","3.67962"
"MAC","Macao Special Administrative Region of China","1999","Not applicable","Not applicable","Percent","3.69231"
"MAC","Macao Special Administrative Region of China","1998","Not applicable","Not applicable","Percent","3.68109"
"MDG","Madagascar","2013","Not applicable","Not applicable","Percent","2.08"
"MDG","Madagascar","2012","Not applicable","Not applicable","Percent","2.73217"
"MDG","Madagascar","2011","Not applicable","Not applicable","Percent","2.78112"
"MDG","Madagascar","2009","Not applicable","Not applicable","Percent","3.17751"
"MDG","Madagascar","2008","Not applicable","Not applicable","Percent","2.91041"
"MDG","Madagascar","2007","Not applicable","Not applicable","Percent","3.36988"
"MDG","Madagascar","2006","Not applicable","Not applicable","Percent","3.28252"
"MDG","Madagascar","2005","Not applicable","Not applicable","Percent","3.84818"
"MDG","Madagascar","2004","Not applicable","Not applicable","Percent","3.2643"
"MDG","Madagascar","2003","Not applicable","Not applicable","Percent","3.03949"
"MDG","Madagascar","2002","Not applicable","Not applicable","Percent","2.71621"
"MDG","Madagascar","2001","Not applicable","Not applicable","Percent","3.25033"
"MDG","Madagascar","2000","Not applicable","Not applicable","Percent","2.91135"
"MDG","Madagascar","1999","Not applicable","Not applicable","Percent","2.76755"
"MDG","Madagascar","1998","Not applicable","Not applicable","Percent","1.87065"
"MDG","Madagascar","1997","Not applicable","Not applicable","Percent","1.84964"
"MDG","Madagascar","1993","Not applicable","Not applicable","Percent","2.14018"
"MDG","Madagascar","1985","Not applicable","Not applicable","Percent","2.75618"
"MDG","Madagascar","1984","Not applicable","Not applicable","Percent","2.92933"
"MDG","Madagascar","1983","Not applicable","Not applicable","Percent","2.65448"
"MDG","Madagascar","1982","Not applicable","Not applicable","Percent","3.15062"
"MDG","Madagascar","1981","Not applicable","Not applicable","Percent","3.81278"
"MDG","Madagascar","1980","Not applicable","Not applicable","Percent","4.32025"
"MDG","Madagascar","1979","Not applicable","Not applicable","Percent","3.97033"
"MDG","Madagascar","1977","Not applicable","Not applicable","Percent","5.05395"
"MDG","Madagascar","1976","Not applicable","Not applicable","Percent","3.25501"
"MDG","Madagascar","1975","Not applicable","Not applicable","Percent","2.51668"
"MWI","Malawi","2014","Not applicable","Not applicable","Percent","6.87792"
"MWI","Malawi","2013","Not applicable","Not applicable","Percent","7.6999"
"MWI","Malawi","2011","Not applicable","Not applicable","Percent","5.35337"
"MWI","Malawi","2010","Not applicable","Not applicable","Percent","4.35638"
"MWI","Malawi","2003","Not applicable","Not applicable","Percent","4.21763"
"MWI","Malawi","2001","Not applicable","Not applicable","Percent","4.50898"
"MWI","Malawi","2000","Not applicable","Not applicable","Percent","5.24797"
"MWI","Malawi","1999","Not applicable","Not applicable","Percent","4.99491"
"MWI","Malawi","1996","Not applicable","Not applicable","Percent","5.38126"
"MWI","Malawi","1995","Not applicable","Not applicable","Percent","4.00885"
"MWI","Malawi","1990","Not applicable","Not applicable","Percent","3.27054"
"MWI","Malawi","1989","Not applicable","Not applicable","Percent","3.17635"
"MWI","Malawi","1988","Not applicable","Not applicable","Percent","3.17144"
"MWI","Malawi","1987","Not applicable","Not applicable","Percent","3.52508"
"MWI","Malawi","1986","Not applicable","Not applicable","Percent","3.19867"
"MWI","Malawi","1976","Not applicable","Not applicable","Percent","2.42231"
"MWI","Malawi","1975","Not applicable","Not applicable","Percent","2.70379"
"MYS","Malaysia","2013","Not applicable","Not applicable","Percent","6.09392"
"MYS","Malaysia","2011","Not applicable","Not applicable","Percent","5.76294"
"MYS","Malaysia","2010","Not applicable","Not applicable","Percent","4.96644"
"MYS","Malaysia","2009","Not applicable","Not applicable","Percent","5.97418"
"MYS","Malaysia","2008","Not applicable","Not applicable","Percent","3.95853"
"MYS","Malaysia","2007","Not applicable","Not applicable","Percent","4.37254"
"MYS","Malaysia","2006","Not applicable","Not applicable","Percent","4.48577"
"MYS","Malaysia","2004","Not applicable","Not applicable","Percent","5.92388"
"MYS","Malaysia","2003","Not applicable","Not applicable","Percent","7.50288"
"MYS","Malaysia","2002","Not applicable","Not applicable","Percent","7.65795"
"MYS","Malaysia","2001","Not applicable","Not applicable","Percent","7.48447"
"MYS","Malaysia","2000","Not applicable","Not applicable","Percent","5.97161"
"MYS","Malaysia","1999","Not applicable","Not applicable","Percent","5.68675"
"MYS","Malaysia","1997","Not applicable","Not applicable","Percent","4.62038"
"MYS","Malaysia","1996","Not applicable","Not applicable","Percent","4.91385"
"MYS","Malaysia","1995","Not applicable","Not applicable","Percent","4.34257"
"MYS","Malaysia","1994","Not applicable","Not applicable","Percent","4.70529"
"MYS","Malaysia","1993","Not applicable","Not applicable","Percent","4.65466"
"MYS","Malaysia","1992","Not applicable","Not applicable","Percent","5.11139"
"MYS","Malaysia","1987","Not applicable","Not applicable","Percent","6.326"
"MYS","Malaysia","1986","Not applicable","Not applicable","Percent","7.11294"
"MYS","Malaysia","1985","Not applicable","Not applicable","Percent","6.00107"
"MYS","Malaysia","1984","Not applicable","Not applicable","Percent","5.56428"
"MYS","Malaysia","1982","Not applicable","Not applicable","Percent","6.90835"
"MYS","Malaysia","1981","Not applicable","Not applicable","Percent","6.57639"
"MYS","Malaysia","1980","Not applicable","Not applicable","Percent","5.62308"
"MYS","Malaysia","1979","Not applicable","Not applicable","Percent","4.996"
"MDV","Maldives","2012","Not applicable","Not applicable","Percent","5.19785"
"MDV","Maldives","2011","Not applicable","Not applicable","Percent","5.99482"
"MDV","Maldives","2009","Not applicable","Not applicable","Percent","7.0041"
"MDV","Maldives","2008","Not applicable","Not applicable","Percent","4.79509"
"MDV","Maldives","2007","Not applicable","Not applicable","Percent","4.72755"
"MDV","Maldives","2006","Not applicable","Not applicable","Percent","4.96182"
"MDV","Maldives","2005","Not applicable","Not applicable","Percent","5.21198"
"MDV","Maldives","2004","Not applicable","Not applicable","Percent","4.75694"
"MDV","Maldives","2003","Not applicable","Not applicable","Percent","5.36855"
"MDV","Maldives","2002","Not applicable","Not applicable","Percent","5.7039"
"MLI","Mali","2014","Not applicable","Not applicable","Percent","4.34787"
"MLI","Mali","2013","Not applicable","Not applicable","Percent","3.97387"
"MLI","Mali","2012","Not applicable","Not applicable","Percent","4.18676"
"MLI","Mali","2011","Not applicable","Not applicable","Percent","4.57596"
"MLI","Mali","2010","Not applicable","Not applicable","Percent","3.85454"
"MLI","Mali","2009","Not applicable","Not applicable","Percent","4.39838"
"MLI","Mali","2008","Not applicable","Not applicable","Percent","3.81688"
"MLI","Mali","2005","Not applicable","Not applicable","Percent","4.00927"
"MLI","Mali","2004","Not applicable","Not applicable","Percent","4.21724"
"MLI","Mali","2003","Not applicable","Not applicable","Percent","4.24009"
"MLI","Mali","2002","Not applicable","Not applicable","Percent","3.5326"
"MLI","Mali","2001","Not applicable","Not applicable","Percent","3.05284"
"MLI","Mali","2000","Not applicable","Not applicable","Percent","3.30581"
"MLI","Mali","1999","Not applicable","Not applicable","Percent","2.61223"
"MLI","Mali","1998","Not applicable","Not applicable","Percent","2.64959"
"MLI","Mali","1986","Not applicable","Not applicable","Percent","2.68761"
"MLI","Mali","1982","Not applicable","Not applicable","Percent","3.29459"
"MLI","Mali","1981","Not applicable","Not applicable","Percent","3.55256"
"MLI","Mali","1980","Not applicable","Not applicable","Percent","3.41697"
"MLI","Mali","1978","Not applicable","Not applicable","Percent","3.55959"
"MLT","Malta","2012","Not applicable","Not applicable","Percent","6.75966"
"MLT","Malta","2011","Not applicable","Not applicable","Percent","7.96375"
"MLT","Malta","2010","Not applicable","Not applicable","Percent","6.91128"
"MLT","Malta","2009","Not applicable","Not applicable","Percent","5.44377"
"MLT","Malta","2008","Not applicable","Not applicable","Percent","5.8462"
"MLT","Malta","2007","Not applicable","Not applicable","Percent","6.31293"
"MLT","Malta","2004","Not applicable","Not applicable","Percent","4.79185"
"MLT","Malta","2002","Not applicable","Not applicable","Percent","4.31127"
"MLT","Malta","1998","Not applicable","Not applicable","Percent","4.40561"
"MLT","Malta","1992","Not applicable","Not applicable","Percent","4.3141"
"MLT","Malta","1991","Not applicable","Not applicable","Percent","3.9203"
"MLT","Malta","1990","Not applicable","Not applicable","Percent","3.83142"
"MLT","Malta","1989","Not applicable","Not applicable","Percent","3.58874"
"MLT","Malta","1988","Not applicable","Not applicable","Percent","3.33824"
"MLT","Malta","1987","Not applicable","Not applicable","Percent","3.16532"
"MLT","Malta","1986","Not applicable","Not applicable","Percent","3.10572"
"MLT","Malta","1985","Not applicable","Not applicable","Percent","3.24834"
"MLT","Malta","1984","Not applicable","Not applicable","Percent","3.07872"
"MLT","Malta","1983","Not applicable","Not applicable","Percent","3.31469"
"MLT","Malta","1982","Not applicable","Not applicable","Percent","2.85408"
"MLT","Malta","1981","Not applicable","Not applicable","Percent","2.86533"
"MLT","Malta","1979","Not applicable","Not applicable","Percent","3.15364"
"MLT","Malta","1978","Not applicable","Not applicable","Percent","3.34883"
"MLT","Malta","1977","Not applicable","Not applicable","Percent","3.89761"
"MLT","Malta","1976","Not applicable","Not applicable","Percent","3.83189"
"MLT","Malta","1975","Not applicable","Not applicable","Percent","4.42221"
"MHL","Marshall Islands","2003","Not applicable","Not applicable","Percent","12.24"
"MHL","Marshall Islands","2002","Not applicable","Not applicable","Percent","8.66987"
"MHL","Marshall Islands","1999","Not applicable","Not applicable","Percent","14.53904"
"MRT","Mauritania","2013","Not applicable","Not applicable","Percent","3.27545"
"MRT","Mauritania","2012","Not applicable","Not applicable","Percent","2.997"
"MRT","Mauritania","2011","Not applicable","Not applicable","Percent","3.07791"
"MRT","Mauritania","2010","Not applicable","Not applicable","Percent","3.60428"
"MRT","Mauritania","2008","Not applicable","Not applicable","Percent","3.55225"
"MRT","Mauritania","2006","Not applicable","Not applicable","Percent","2.52457"
"MRT","Mauritania","2004","Not applicable","Not applicable","Percent","2.51687"
"MRT","Mauritania","2003","Not applicable","Not applicable","Percent","3.10348"
"MRT","Mauritania","2002","Not applicable","Not applicable","Percent","3.05538"
"MRT","Mauritania","2001","Not applicable","Not applicable","Percent","2.83949"
"MRT","Mauritania","1999","Not applicable","Not applicable","Percent","2.43289"
"MRT","Mauritania","1997","Not applicable","Not applicable","Percent","2.34373"
"MUS","Mauritius","2014","Not applicable","Not applicable","Percent","4.98434"
"MUS","Mauritius","2013","Not applicable","Not applicable","Percent","3.67573"
"MUS","Mauritius","2012","Not applicable","Not applicable","Percent","3.4848"
"MUS","Mauritius","2011","Not applicable","Not applicable","Percent","3.41084"
"MUS","Mauritius","2010","Not applicable","Not applicable","Percent","3.65578"
"MUS","Mauritius","2009","Not applicable","Not applicable","Percent","3.15771"
"MUS","Mauritius","2008","Not applicable","Not applicable","Percent","3.20384"
"MUS","Mauritius","2007","Not applicable","Not applicable","Percent","3.32607"
"MUS","Mauritius","2006","Not applicable","Not applicable","Percent","3.81812"
"MUS","Mauritius","2005","Not applicable","Not applicable","Percent","4.20155"
"MUS","Mauritius","2004","Not applicable","Not applicable","Percent","4.47199"
"MUS","Mauritius","2003","Not applicable","Not applicable","Percent","4.48438"
"MUS","Mauritius","2002","Not applicable","Not applicable","Percent","3.11292"
"MUS","Mauritius","2001","Not applicable","Not applicable","Percent","3.16976"
"MUS","Mauritius","2000","Not applicable","Not applicable","Percent","3.81524"
"MUS","Mauritius","1999","Not applicable","Not applicable","Percent","3.93975"
"MUS","Mauritius","1991","Not applicable","Not applicable","Percent","3.50989"
"MUS","Mauritius","1990","Not applicable","Not applicable","Percent","3.15708"
"MUS","Mauritius","1989","Not applicable","Not applicable","Percent","3.50096"
"MUS","Mauritius","1988","Not applicable","Not applicable","Percent","3.11835"
"MUS","Mauritius","1987","Not applicable","Not applicable","Percent","3.04457"
"MUS","Mauritius","1986","Not applicable","Not applicable","Percent","3.469"
"MUS","Mauritius","1985","Not applicable","Not applicable","Percent","3.94651"
"MUS","Mauritius","1984","Not applicable","Not applicable","Percent","4.06972"
"MUS","Mauritius","1983","Not applicable","Not applicable","Percent","4.4351"
"MUS","Mauritius","1982","Not applicable","Not applicable","Percent","4.58452"
"MUS","Mauritius","1981","Not applicable","Not applicable","Percent","5.03284"
